n,g,g_control,deff_chimera,deff_esn108,n_feat_chimera,mz_chimera,mz_har,mz_gap,mz_gap_boot_p,mz_gap_boot_mean,mz_gap_boot_std,dm_stat,dm_p,chimera_in_mcs,mcs,rmse_chimera,rmse_har,secs
8,188.8377916673477,13.190055685909746,3.9544302499488495,4.270477856908011,36,0.4935322874498921,0.5586992966132276,-0.06516700916333551,0.926,-0.05495415012398587,0.029919005902155883,-2.520015317269763,0.011837456627999732,True,"['HAR-RV', 'ESN-108', 'CHIMERA-3scale']",0.6085223278908047,0.6289888150587755,49.7
10,118.23901812574356,15.779900273386644,2.0890733897263227,4.974422392206462,55,0.43967106607664375,0.5586992966132276,-0.11902823053658385,0.924,-0.09708890827155542,0.05956332217175093,-1.254844161450988,0.20972964612285683,True,"['HAR-RV', 'ESN-108', 'CHIMERA-3scale']",0.6179724596368817,0.6289888150587755,105.1
