n,g,g_control,deff_chimera,deff_esn108,n_feat_chimera,mz_chimera,mz_har,mz_gap,mz_gap_boot_p,mz_gap_boot_mean,mz_gap_boot_std,dm_stat,dm_p,chimera_in_mcs,mcs,rmse_chimera,rmse_har,secs
8,62.660890350993505,3.750299897424325,1.8067157682610238,3.3734936949281282,36,0.5911676127139975,0.5586992966132276,0.032468316100769945,0.3415,0.0238304673749249,0.052355258253286775,3.5517607353987515,0.00039442769291553326,True,"['HAR-RV', 'ESN-108', 'CHIMERA-3scale']",0.6540932739197679,0.6289888150587755,31.7
10,76.88215695628396,8.74856528476844,2.217777813792036,3.863387311320348,55,0.5409596973890054,0.5586992966132276,-0.01773959922422219,0.6425,-0.016472105576339914,0.050711806710719065,1.0596745564674788,0.289462265398164,True,"['HAR-RV', 'ESN-108', 'CHIMERA-3scale']",0.6381849059386274,0.6289888150587755,68.1
