n,g,g_control,deff_chimera,deff_esn108,n_feat_chimera,mz_chimera,mz_har,mz_gap,mz_gap_boot_p,mz_gap_boot_mean,mz_gap_boot_std,dm_stat,dm_p,chimera_in_mcs,mcs,rmse_chimera,rmse_har,secs
8,63.566775897441914,3.7460297298568195,1.7988259867883594,3.3738208704874135,36,0.5911308651442491,0.5587212438177885,0.032409621326460525,0.342,0.023780504114783496,0.052334289443360285,3.554234949177434,0.00039076603188337167,True,"['HAR-RV', 'ESN-108', 'CHIMERA-3scale']",0.6540795241344276,0.6289743592722093,31.6
10,34.645025003291536,3.7460297298568195,1.5260100397970418,3.3738208704874135,55,0.3075293070562739,0.5587212438177885,-0.25119193676151463,1.0,-0.21929887855135957,0.06621287547207369,6.114225566574612,1.2333070120718048e-09,False,['HAR-RV'],0.697137343732497,0.6289743592722093,61.6
